HTS_Number,Description,Country,Variable,Trade_Type,Category,Granularity,Value,Quantity_Description,Month,Year,Relevant_Date,Runtime
30614,"CRABS, INCLUDING IN SHELL, COOKED BY STEAMING OR BY BOILING IN WATER, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,101078,kilograms,June,2020,2020-06-30,2026-06-26 10:23:25.414184
30616,"COLD-WATER SHRIMPS AND PRAWNS (PANDALUS SPP., CRANGON CRANGON), FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,56428,kilograms,June,2020,2020-06-30,2026-06-26 10:23:25.414184
30617,"SHRIMPS AND PRAWNS, FROZEN, OTHER THAN COLD-WATER",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,June,2020,2020-06-30,2026-06-26 10:23:25.414184
30722,"SCALLOPS AND OTHER MOLLUSCS OF THE FAMILY PECTINIDAE, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,June,2020,2020-06-30,2026-06-26 10:23:25.414184
70519,"LETTUCE (LACTUCA SATIVA), EXCEPT HEAD LETTUCE, FRESH OR CHILLED",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,June,2020,2020-06-30,2026-06-26 10:23:25.414184
160521,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,June,2020,2020-06-30,2026-06-26 10:23:25.414184
220850,GIN AND GENEVA,Greenland,General First Unit of Quantity,GenImp,General,6,223,proof liters,June,2020,2020-06-30,2026-06-26 10:23:25.414184
252910,FELDSPAR,Greenland,General First Unit of Quantity,GenImp,General,6,0,metric tons,June,2020,2020-06-30,2026-06-26 10:23:25.414184
430180,"FURSKINS NESOI, RAW, WHOLE, WITH OR WITHOUT HEAD, TAIL OR PAWS",Greenland,General First Unit of Quantity,GenImp,General,6,0,number,June,2020,2020-06-30,2026-06-26 10:23:25.414184
710391,"RUBIES, SAPPHIRES AND EMERALDS, OTHERWISE WORKED",Greenland,General First Unit of Quantity,GenImp,General,6,0,carats,June,2020,2020-06-30,2026-06-26 10:23:25.414184
710399,"SEMIPRECIOUS STONES, OTHERWISE WORKED",Greenland,General First Unit of Quantity,GenImp,General,6,0,carats,June,2020,2020-06-30,2026-06-26 10:23:25.414184
890399,"YACHTS AND OTHER VESSELS FOR PLEASURE OR SPORTS; ROW BOATS AND CANOES, NESOI",Greenland,General First Unit of Quantity,GenImp,General,6,0,number,June,2020,2020-06-30,2026-06-26 10:23:25.414184
900311,"FRAMES AND MOUNTINGS FOR SPECTACLES, GOGGLES OR THE LIKE, OF PLASTICS",Greenland,General First Unit of Quantity,GenImp,General,6,1,dozens,June,2020,2020-06-30,2026-06-26 10:23:25.414184
970500,"COLLECTIONS AND COLLECTORS' PIECES OF ZOOLOGICAL, BOTANICAL, MINERALOGICAL, HISTORICAL, ARCHAELOGICAL, NUMISMATIC OR OTHER INTEREST",Greenland,General First Unit of Quantity,GenImp,General,6,0,grams,June,2020,2020-06-30,2026-06-26 10:23:25.414184
970500,"COLLECTIONS AND COLLECTORS' PIECES OF ZOOLOGICAL, BOTANICAL, MINERALOGICAL, HISTORICAL, ARCHAELOGICAL, NUMISMATIC OR OTHER INTEREST",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,June,2020,2020-06-30,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,June,2020,2020-06-30,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,no units collected,June,2020,2020-06-30,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,number,June,2020,2020-06-30,2026-06-26 10:23:25.414184
999995,ESTIMATED IMPORTS OF LOW VALUED TRANSACTIONS,Greenland,General First Unit of Quantity,GenImp,General,6,0,no units collected,June,2020,2020-06-30,2026-06-26 10:23:25.414184
30331,"HALIBUT AND GREENLAND TURBOT (REINHARDTIUS HIPPOGLOSSOIDES, HIPPOGLOSSUS HIPPOGLOSSUS, HIPPOGLOSSUS STENOLEPIS) EXCEPT FILLETS, LIVERS OR ROES, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,14476,kilograms,July,2020,2020-07-31,2026-06-26 10:23:25.414184
30471,"COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS) FILLETS, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,July,2020,2020-07-31,2026-06-26 10:23:25.414184
30483,"FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE) FILLETS, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,209,kilograms,July,2020,2020-07-31,2026-06-26 10:23:25.414184
30614,"CRABS, INCLUDING IN SHELL, COOKED BY STEAMING OR BY BOILING IN WATER, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,160593,kilograms,July,2020,2020-07-31,2026-06-26 10:23:25.414184
30616,"COLD-WATER SHRIMPS AND PRAWNS (PANDALUS SPP., CRANGON CRANGON), FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,50888,kilograms,July,2020,2020-07-31,2026-06-26 10:23:25.414184
30617,"SHRIMPS AND PRAWNS, FROZEN, OTHER THAN COLD-WATER",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,July,2020,2020-07-31,2026-06-26 10:23:25.414184
30722,"SCALLOPS AND OTHER MOLLUSCS OF THE FAMILY PECTINIDAE, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,July,2020,2020-07-31,2026-06-26 10:23:25.414184
70519,"LETTUCE (LACTUCA SATIVA), EXCEPT HEAD LETTUCE, FRESH OR CHILLED",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,July,2020,2020-07-31,2026-06-26 10:23:25.414184
160521,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS",Greenland,General First Unit of Quantity,GenImp,General,6,61752,kilograms,July,2020,2020-07-31,2026-06-26 10:23:25.414184
220850,GIN AND GENEVA,Greenland,General First Unit of Quantity,GenImp,General,6,0,proof liters,July,2020,2020-07-31,2026-06-26 10:23:25.414184
252910,FELDSPAR,Greenland,General First Unit of Quantity,GenImp,General,6,0,metric tons,July,2020,2020-07-31,2026-06-26 10:23:25.414184
430180,"FURSKINS NESOI, RAW, WHOLE, WITH OR WITHOUT HEAD, TAIL OR PAWS",Greenland,General First Unit of Quantity,GenImp,General,6,0,number,July,2020,2020-07-31,2026-06-26 10:23:25.414184
710391,"RUBIES, SAPPHIRES AND EMERALDS, OTHERWISE WORKED",Greenland,General First Unit of Quantity,GenImp,General,6,0,carats,July,2020,2020-07-31,2026-06-26 10:23:25.414184
710399,"SEMIPRECIOUS STONES, OTHERWISE WORKED",Greenland,General First Unit of Quantity,GenImp,General,6,0,carats,July,2020,2020-07-31,2026-06-26 10:23:25.414184
890399,"YACHTS AND OTHER VESSELS FOR PLEASURE OR SPORTS; ROW BOATS AND CANOES, NESOI",Greenland,General First Unit of Quantity,GenImp,General,6,0,number,July,2020,2020-07-31,2026-06-26 10:23:25.414184
900311,"FRAMES AND MOUNTINGS FOR SPECTACLES, GOGGLES OR THE LIKE, OF PLASTICS",Greenland,General First Unit of Quantity,GenImp,General,6,0,dozens,July,2020,2020-07-31,2026-06-26 10:23:25.414184
970500,"COLLECTIONS AND COLLECTORS' PIECES OF ZOOLOGICAL, BOTANICAL, MINERALOGICAL, HISTORICAL, ARCHAELOGICAL, NUMISMATIC OR OTHER INTEREST",Greenland,General First Unit of Quantity,GenImp,General,6,0,grams,July,2020,2020-07-31,2026-06-26 10:23:25.414184
970500,"COLLECTIONS AND COLLECTORS' PIECES OF ZOOLOGICAL, BOTANICAL, MINERALOGICAL, HISTORICAL, ARCHAELOGICAL, NUMISMATIC OR OTHER INTEREST",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,July,2020,2020-07-31,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,July,2020,2020-07-31,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,no units collected,July,2020,2020-07-31,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,number,July,2020,2020-07-31,2026-06-26 10:23:25.414184
999995,ESTIMATED IMPORTS OF LOW VALUED TRANSACTIONS,Greenland,General First Unit of Quantity,GenImp,General,6,0,no units collected,July,2020,2020-07-31,2026-06-26 10:23:25.414184
30331,"HALIBUT AND GREENLAND TURBOT (REINHARDTIUS HIPPOGLOSSOIDES, HIPPOGLOSSUS HIPPOGLOSSUS, HIPPOGLOSSUS STENOLEPIS) EXCEPT FILLETS, LIVERS OR ROES, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,August,2020,2020-08-31,2026-06-26 10:23:25.414184
30471,"COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS) FILLETS, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,August,2020,2020-08-31,2026-06-26 10:23:25.414184
30483,"FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE) FILLETS, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,8400,kilograms,August,2020,2020-08-31,2026-06-26 10:23:25.414184
30614,"CRABS, INCLUDING IN SHELL, COOKED BY STEAMING OR BY BOILING IN WATER, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,83061,kilograms,August,2020,2020-08-31,2026-06-26 10:23:25.414184
30616,"COLD-WATER SHRIMPS AND PRAWNS (PANDALUS SPP., CRANGON CRANGON), FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,37717,kilograms,August,2020,2020-08-31,2026-06-26 10:23:25.414184
30617,"SHRIMPS AND PRAWNS, FROZEN, OTHER THAN COLD-WATER",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,August,2020,2020-08-31,2026-06-26 10:23:25.414184
30722,"SCALLOPS AND OTHER MOLLUSCS OF THE FAMILY PECTINIDAE, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,2004,kilograms,August,2020,2020-08-31,2026-06-26 10:23:25.414184
70519,"LETTUCE (LACTUCA SATIVA), EXCEPT HEAD LETTUCE, FRESH OR CHILLED",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,August,2020,2020-08-31,2026-06-26 10:23:25.414184
160521,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS",Greenland,General First Unit of Quantity,GenImp,General,6,94500,kilograms,August,2020,2020-08-31,2026-06-26 10:23:25.414184
220850,GIN AND GENEVA,Greenland,General First Unit of Quantity,GenImp,General,6,0,proof liters,August,2020,2020-08-31,2026-06-26 10:23:25.414184
252910,FELDSPAR,Greenland,General First Unit of Quantity,GenImp,General,6,0,metric tons,August,2020,2020-08-31,2026-06-26 10:23:25.414184
430180,"FURSKINS NESOI, RAW, WHOLE, WITH OR WITHOUT HEAD, TAIL OR PAWS",Greenland,General First Unit of Quantity,GenImp,General,6,1,number,August,2020,2020-08-31,2026-06-26 10:23:25.414184
710391,"RUBIES, SAPPHIRES AND EMERALDS, OTHERWISE WORKED",Greenland,General First Unit of Quantity,GenImp,General,6,0,carats,August,2020,2020-08-31,2026-06-26 10:23:25.414184
710399,"SEMIPRECIOUS STONES, OTHERWISE WORKED",Greenland,General First Unit of Quantity,GenImp,General,6,0,carats,August,2020,2020-08-31,2026-06-26 10:23:25.414184
890399,"YACHTS AND OTHER VESSELS FOR PLEASURE OR SPORTS; ROW BOATS AND CANOES, NESOI",Greenland,General First Unit of Quantity,GenImp,General,6,0,number,August,2020,2020-08-31,2026-06-26 10:23:25.414184
900311,"FRAMES AND MOUNTINGS FOR SPECTACLES, GOGGLES OR THE LIKE, OF PLASTICS",Greenland,General First Unit of Quantity,GenImp,General,6,0,dozens,August,2020,2020-08-31,2026-06-26 10:23:25.414184
970500,"COLLECTIONS AND COLLECTORS' PIECES OF ZOOLOGICAL, BOTANICAL, MINERALOGICAL, HISTORICAL, ARCHAELOGICAL, NUMISMATIC OR OTHER INTEREST",Greenland,General First Unit of Quantity,GenImp,General,6,0,grams,August,2020,2020-08-31,2026-06-26 10:23:25.414184
970500,"COLLECTIONS AND COLLECTORS' PIECES OF ZOOLOGICAL, BOTANICAL, MINERALOGICAL, HISTORICAL, ARCHAELOGICAL, NUMISMATIC OR OTHER INTEREST",Greenland,General First Unit of Quantity,GenImp,General,6,8,kilograms,August,2020,2020-08-31,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,August,2020,2020-08-31,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,no units collected,August,2020,2020-08-31,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,number,August,2020,2020-08-31,2026-06-26 10:23:25.414184
999995,ESTIMATED IMPORTS OF LOW VALUED TRANSACTIONS,Greenland,General First Unit of Quantity,GenImp,General,6,0,no units collected,August,2020,2020-08-31,2026-06-26 10:23:25.414184
30331,"HALIBUT AND GREENLAND TURBOT (REINHARDTIUS HIPPOGLOSSOIDES, HIPPOGLOSSUS HIPPOGLOSSUS, HIPPOGLOSSUS STENOLEPIS) EXCEPT FILLETS, LIVERS OR ROES, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,28024,kilograms,September,2020,2020-09-30,2026-06-26 10:23:25.414184
30471,"COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS) FILLETS, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,September,2020,2020-09-30,2026-06-26 10:23:25.414184
30483,"FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE) FILLETS, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,September,2020,2020-09-30,2026-06-26 10:23:25.414184
30614,"CRABS, INCLUDING IN SHELL, COOKED BY STEAMING OR BY BOILING IN WATER, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,205247,kilograms,September,2020,2020-09-30,2026-06-26 10:23:25.414184
30616,"COLD-WATER SHRIMPS AND PRAWNS (PANDALUS SPP., CRANGON CRANGON), FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,24000,kilograms,September,2020,2020-09-30,2026-06-26 10:23:25.414184
30617,"SHRIMPS AND PRAWNS, FROZEN, OTHER THAN COLD-WATER",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,September,2020,2020-09-30,2026-06-26 10:23:25.414184
30722,"SCALLOPS AND OTHER MOLLUSCS OF THE FAMILY PECTINIDAE, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,September,2020,2020-09-30,2026-06-26 10:23:25.414184
70519,"LETTUCE (LACTUCA SATIVA), EXCEPT HEAD LETTUCE, FRESH OR CHILLED",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,September,2020,2020-09-30,2026-06-26 10:23:25.414184
160521,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,September,2020,2020-09-30,2026-06-26 10:23:25.414184
220850,GIN AND GENEVA,Greenland,General First Unit of Quantity,GenImp,General,6,0,proof liters,September,2020,2020-09-30,2026-06-26 10:23:25.414184
252910,FELDSPAR,Greenland,General First Unit of Quantity,GenImp,General,6,0,metric tons,September,2020,2020-09-30,2026-06-26 10:23:25.414184
430180,"FURSKINS NESOI, RAW, WHOLE, WITH OR WITHOUT HEAD, TAIL OR PAWS",Greenland,General First Unit of Quantity,GenImp,General,6,0,number,September,2020,2020-09-30,2026-06-26 10:23:25.414184
710391,"RUBIES, SAPPHIRES AND EMERALDS, OTHERWISE WORKED",Greenland,General First Unit of Quantity,GenImp,General,6,0,carats,September,2020,2020-09-30,2026-06-26 10:23:25.414184
710399,"SEMIPRECIOUS STONES, OTHERWISE WORKED",Greenland,General First Unit of Quantity,GenImp,General,6,0,carats,September,2020,2020-09-30,2026-06-26 10:23:25.414184
890399,"YACHTS AND OTHER VESSELS FOR PLEASURE OR SPORTS; ROW BOATS AND CANOES, NESOI",Greenland,General First Unit of Quantity,GenImp,General,6,0,number,September,2020,2020-09-30,2026-06-26 10:23:25.414184
900311,"FRAMES AND MOUNTINGS FOR SPECTACLES, GOGGLES OR THE LIKE, OF PLASTICS",Greenland,General First Unit of Quantity,GenImp,General,6,0,dozens,September,2020,2020-09-30,2026-06-26 10:23:25.414184
970500,"COLLECTIONS AND COLLECTORS' PIECES OF ZOOLOGICAL, BOTANICAL, MINERALOGICAL, HISTORICAL, ARCHAELOGICAL, NUMISMATIC OR OTHER INTEREST",Greenland,General First Unit of Quantity,GenImp,General,6,0,grams,September,2020,2020-09-30,2026-06-26 10:23:25.414184
970500,"COLLECTIONS AND COLLECTORS' PIECES OF ZOOLOGICAL, BOTANICAL, MINERALOGICAL, HISTORICAL, ARCHAELOGICAL, NUMISMATIC OR OTHER INTEREST",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,September,2020,2020-09-30,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,September,2020,2020-09-30,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,no units collected,September,2020,2020-09-30,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,number,September,2020,2020-09-30,2026-06-26 10:23:25.414184
999995,ESTIMATED IMPORTS OF LOW VALUED TRANSACTIONS,Greenland,General First Unit of Quantity,GenImp,General,6,0,no units collected,September,2020,2020-09-30,2026-06-26 10:23:25.414184
30331,"HALIBUT AND GREENLAND TURBOT (REINHARDTIUS HIPPOGLOSSOIDES, HIPPOGLOSSUS HIPPOGLOSSUS, HIPPOGLOSSUS STENOLEPIS) EXCEPT FILLETS, LIVERS OR ROES, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,October,2020,2020-10-31,2026-06-26 10:23:25.414184
30471,"COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS) FILLETS, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,October,2020,2020-10-31,2026-06-26 10:23:25.414184
30483,"FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE) FILLETS, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,October,2020,2020-10-31,2026-06-26 10:23:25.414184
30614,"CRABS, INCLUDING IN SHELL, COOKED BY STEAMING OR BY BOILING IN WATER, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,122503,kilograms,October,2020,2020-10-31,2026-06-26 10:23:25.414184
30616,"COLD-WATER SHRIMPS AND PRAWNS (PANDALUS SPP., CRANGON CRANGON), FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,October,2020,2020-10-31,2026-06-26 10:23:25.414184
30617,"SHRIMPS AND PRAWNS, FROZEN, OTHER THAN COLD-WATER",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,October,2020,2020-10-31,2026-06-26 10:23:25.414184
30722,"SCALLOPS AND OTHER MOLLUSCS OF THE FAMILY PECTINIDAE, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,October,2020,2020-10-31,2026-06-26 10:23:25.414184
70519,"LETTUCE (LACTUCA SATIVA), EXCEPT HEAD LETTUCE, FRESH OR CHILLED",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,October,2020,2020-10-31,2026-06-26 10:23:25.414184
160521,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,October,2020,2020-10-31,2026-06-26 10:23:25.414184
220850,GIN AND GENEVA,Greenland,General First Unit of Quantity,GenImp,General,6,0,proof liters,October,2020,2020-10-31,2026-06-26 10:23:25.414184
252910,FELDSPAR,Greenland,General First Unit of Quantity,GenImp,General,6,0,metric tons,October,2020,2020-10-31,2026-06-26 10:23:25.414184
430180,"FURSKINS NESOI, RAW, WHOLE, WITH OR WITHOUT HEAD, TAIL OR PAWS",Greenland,General First Unit of Quantity,GenImp,General,6,0,number,October,2020,2020-10-31,2026-06-26 10:23:25.414184
710391,"RUBIES, SAPPHIRES AND EMERALDS, OTHERWISE WORKED",Greenland,General First Unit of Quantity,GenImp,General,6,1732,carats,October,2020,2020-10-31,2026-06-26 10:23:25.414184
710399,"SEMIPRECIOUS STONES, OTHERWISE WORKED",Greenland,General First Unit of Quantity,GenImp,General,6,0,carats,October,2020,2020-10-31,2026-06-26 10:23:25.414184
890399,"YACHTS AND OTHER VESSELS FOR PLEASURE OR SPORTS; ROW BOATS AND CANOES, NESOI",Greenland,General First Unit of Quantity,GenImp,General,6,0,number,October,2020,2020-10-31,2026-06-26 10:23:25.414184
900311,"FRAMES AND MOUNTINGS FOR SPECTACLES, GOGGLES OR THE LIKE, OF PLASTICS",Greenland,General First Unit of Quantity,GenImp,General,6,0,dozens,October,2020,2020-10-31,2026-06-26 10:23:25.414184
970500,"COLLECTIONS AND COLLECTORS' PIECES OF ZOOLOGICAL, BOTANICAL, MINERALOGICAL, HISTORICAL, ARCHAELOGICAL, NUMISMATIC OR OTHER INTEREST",Greenland,General First Unit of Quantity,GenImp,General,6,0,grams,October,2020,2020-10-31,2026-06-26 10:23:25.414184
970500,"COLLECTIONS AND COLLECTORS' PIECES OF ZOOLOGICAL, BOTANICAL, MINERALOGICAL, HISTORICAL, ARCHAELOGICAL, NUMISMATIC OR OTHER INTEREST",Greenland,General First Unit of Quantity,GenImp,General,6,3,kilograms,October,2020,2020-10-31,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,October,2020,2020-10-31,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,no units collected,October,2020,2020-10-31,2026-06-26 10:23:25.414184
980100,"IMPORTS OF ARTICLES EXPORTED AND RETURNED, NOT ADVANCED IN VALUE OR CONDITION; IMPORTS OF ANIMALS EXPORTED AND RETURNED WITHIN 8 MONTHS",Greenland,General First Unit of Quantity,GenImp,General,6,0,number,October,2020,2020-10-31,2026-06-26 10:23:25.414184
999995,ESTIMATED IMPORTS OF LOW VALUED TRANSACTIONS,Greenland,General First Unit of Quantity,GenImp,General,6,0,no units collected,October,2020,2020-10-31,2026-06-26 10:23:25.414184
30331,"HALIBUT AND GREENLAND TURBOT (REINHARDTIUS HIPPOGLOSSOIDES, HIPPOGLOSSUS HIPPOGLOSSUS, HIPPOGLOSSUS STENOLEPIS) EXCEPT FILLETS, LIVERS OR ROES, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,November,2020,2020-11-30,2026-06-26 10:23:25.414184
30471,"COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS) FILLETS, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,November,2020,2020-11-30,2026-06-26 10:23:25.414184
30483,"FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE) FILLETS, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,3555,kilograms,November,2020,2020-11-30,2026-06-26 10:23:25.414184
30614,"CRABS, INCLUDING IN SHELL, COOKED BY STEAMING OR BY BOILING IN WATER, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,102149,kilograms,November,2020,2020-11-30,2026-06-26 10:23:25.414184
30616,"COLD-WATER SHRIMPS AND PRAWNS (PANDALUS SPP., CRANGON CRANGON), FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,November,2020,2020-11-30,2026-06-26 10:23:25.414184
30617,"SHRIMPS AND PRAWNS, FROZEN, OTHER THAN COLD-WATER",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,November,2020,2020-11-30,2026-06-26 10:23:25.414184
30722,"SCALLOPS AND OTHER MOLLUSCS OF THE FAMILY PECTINIDAE, FROZEN",Greenland,General First Unit of Quantity,GenImp,General,6,0,kilograms,November,2020,2020-11-30,2026-06-26 10:23:25.414184
70519,"LETTUCE (LACTUCA SATIVA), EXCEPT HEAD LETTUCE, FRESH OR CHILLED",Greenland,General First Unit of Quantity,GenImp,General,6,11651,kilograms,November,2020,2020-11-30,2026-06-26 10:23:25.414184
160521,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS",Greenland,General First Unit of Quantity,GenImp,General,6,2830,kilograms,November,2020,2020-11-30,2026-06-26 10:23:25.414184
